?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/IAO_0000578>	"An information content entity that consists of a CRID symbol and additional information about the CRID registry to which it belongs."@en	
<http://purl.obolibrary.org/obo/SO_0000147>	"A region of the transcript sequence within a gene which is not removed from the primary RNA transcript by RNA splicing."	
<http://edamontology.org/operation_2478>	"Analyse a nucleic acid sequence (using methods that are only applicable to nucleic acid sequences)."	
<http://purl.obolibrary.org/obo/GO_0009306>	"The controlled release of proteins from a cell."	
<http://purl.obolibrary.org/obo/CHEBI_16646>	"Any member of the class of organooxygen compounds that is a polyhydroxy-aldehyde or -ketone or a lactol resulting from their intramolecular condensation (monosaccharides); substances derived from these by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom; and polymeric products arising by intermolecular acetal formation between two or more such molecules (disaccharides, polysaccharides and oligosaccharides). Carbohydrates contain only carbon, hydrogen and oxygen atoms; prior to any oxidation or reduction, most have the empirical formula Cm(H2O)n. Compounds obtained from carbohydrates by substitution, etc., are known as carbohydrate derivatives and may contain other elements. Cyclitols are generally not regarded as carbohydrates."	
<http://edamontology.org/data_2087>	"A report on the physical (e.g. structural) or chemical properties of molecules, or parts of a molecule."	
<http://www.ebi.ac.uk/efo/EFO_0004014>		
<http://purl.obolibrary.org/obo/GO_0009889>	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."	
<http://purl.obolibrary.org/obo/DRON_00000025>	"A drug role conferred by the United States Food and Drug Administration that permits the production, marketing, sale, prescribing, and consump- tion of its bearer in the United States."@en	
<http://purl.obolibrary.org/obo/IAO_0000033>	"An information content entity whose concretizations indicate to their bearer how to realize them in a process."@en	
<http://purl.obolibrary.org/obo/GO_0005634>	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	
<http://purl.obolibrary.org/obo/SO_0000859>	"An attribute describing a kind of homology where divergence occurred after a duplication event."	
<http://purl.obolibrary.org/obo/SO_0000870>	"An attribute describing transcript sequence that is created by splicing exons from diferent genes."	
<http://purl.obolibrary.org/obo/IAO_0000310>	"A collection of information content entities intended to be understood together as a whole"@en	
<http://purl.obolibrary.org/obo/DOID_863>	"A disease of anatomical entity that is located_in the central nervous system or located_in the peripheral nervous system."@en	
<http://purl.obolibrary.org/obo/CHEBI_36357>	"Any molecular entity consisting of more than one atom."	
<http://purl.obolibrary.org/obo/STATO_0000235>	"A genetic association study is a kind of study whose objective is to detect associations between phenotypes, between a phenotype and a genetic polymorphism or between two genetic polymorphisms."@en	
<http://semanticscience.org/resource/SIO_000983>		
<http://purl.obolibrary.org/obo/NCIT_C68821>	"A rule or order issued by an authority stating what may or may not be done or how something must be done."	
<http://purl.obolibrary.org/obo/BFO_0000016>		
<http://purl.obolibrary.org/obo/IDO_0000528>	"A material entity with a pathogenic disposition."@en	
<http://purl.obolibrary.org/obo/PATO_0000049>	"A quality inhering in a bearer by virtue of the bearer's possessing or displaying a distinctive feature in type or degree or effect or force."	
<http://purl.obolibrary.org/obo/OMIT_0026082>		
<http://purl.obolibrary.org/obo/GO_0007608>	"The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."	
<http://purl.obolibrary.org/obo/MI_2231>	"This approach infers interacting pairs of proteins looking at expression data coming from transcript expression datasets. Co-expressed pairs of genes are ranked and predicted to be interacting proteins as well."	
<http://purl.obolibrary.org/obo/OMIT_0008490>		
<http://www.ebi.ac.uk/efo/EFO_0003890>	"Disorders related to drug abuse, the side effects of a medication, or toxin exposure."	
<http://edamontology.org/data_2979>	"Data concerning small peptides."	
<http://www.ebi.ac.uk/efo/EFO_0004346>	"Non-invasive methods of visualizing and measuring the CENTRAL NERVOUS SYSTEM, especially the brain, by various imaging modalities e.g. CT scan"	
<http://purl.obolibrary.org/obo/CL_0000255>	"Any cell that in taxon some Eukaryota."	
<http://purl.obolibrary.org/obo/CHEBI_33711>	"The residue in a peptide that has a free carboxyl group, or at least does not acylate another amino-acid residue, is called C-terminal."	
<http://purl.obolibrary.org/obo/UBERON_0000061>	"Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome."	
<http://edamontology.org/data_2909>	"The name of an organism (or group of organisms)."	
<http://purl.obolibrary.org/obo/GO_0008380>	"The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."	
<http://purl.obolibrary.org/obo/SO_0000400>	"An attribute describes a quality of sequence."	
<http://edamontology.org/operation_2945>	"Apply analytical methods to existing data of a specific type."	
<http://edamontology.org/topic_3384>	"The use of imaging techniques for clinical purposes for medical research."	
<http://purl.obolibrary.org/obo/MI_0118>	"A change in a sequence or structure in comparison to a reference entity due to a  insertion, deletion or substitution event."	
<http://purl.obolibrary.org/obo/GO_1903046>	"A process that is part of the meiotic cell cycle."	
<http://purl.obolibrary.org/obo/OAE_0000235>	"a therapeutic intervention that uses radiation"	
<http://purl.obolibrary.org/obo/OMIT_0001480>	"Machine learning is an algorithm or set of algorithms which allows computers to learn and act like humans do, and improve their learning over time in autonomous fashion, by feeding them data and information in the form of observations and real-world interactions."	
<http://purl.obolibrary.org/obo/RO_0002577>	"A material entity consisting of multiple components that are causally integrated."	
<http://purl.obolibrary.org/obo/CHEBI_37734>		
<http://purl.obolibrary.org/obo/DOID_162>	"A disease of cellular proliferation that is malignant and primary, characterized by uncontrolled cellular proliferation, local cell invasion and metastasis."@en	
<http://purl.obolibrary.org/obo/CHEBI_59132>	"Any substance that stimulates an immune response in the body, such as through antibody production or by presentation to a T-cell receptor after binding to a major histocompability complex (MHC)."	
<http://purl.obolibrary.org/obo/OMIT_0009360>		
<http://purl.obolibrary.org/obo/OBI_1110021>	"the detrimental process in which an infectious agent colonizes or replicates in a host environment"@en	
<http://purl.obolibrary.org/obo/IDO_0000630>	"An infection resulting from a transmission process that unfolds in a hospital."@en	
<http://purl.obolibrary.org/obo/CHEBI_25442>	"Poisonous substance produced by fungi."	
<http://purl.obolibrary.org/obo/CHMO_0000591>	"Spectroscopy where the energy states of spin-active nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation."	
